entry	main	second	language	dictionary	homonym	label
muskhiykachiy	Dar a oler a otra persona.	Hacer olfatear algo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
muskhiysiy	Ayudar a oler u olfatear.	figdo. Ayudar a indagar o investigar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
musmi	Olfacción peculiar de los caninos y felinos, especialmente del perro.	por ext. Olfateo persistente en los seres humanos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
musmiy	Olfatear o husmear algo en forma persistente.	figdo. Indagar, averiguar, inquirir o investigar. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
muspha	Delirio, desvarío.	Sonambulismo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
muspha	muspha. adj. Desorientado.	Desvariado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
muspha	muspha. adj. Desorientado.	Delirante en estado de sonambulismo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
musphachikuq	y s. Que produce sonambulismo, que hace desvariar y delirar.	figdo. Dicese de aquello que embarga y preocupa demasiado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
musphakuq	Enfermedad del delirio o del sonambulismo.	y s. Que delira continuamente; que padece sonambulismo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  Patología | adjetivo
musphaq	y s. Delirante.	Confuso, aturdido, desorientado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
musphaq	y s. Delirante.	Desvariado. | Sonámbulo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
musphay	Delirar. Desvariar entre sueños.	Sonambular.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
musphay	Delirar. Desvariar entre sueños.	Desorientarse, extrañarse,	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
musphaykachay	Desvariar continuamente o delirar.	Confundirse o atolondrarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
musphaylla	musphay. v. Tener delirio habitual del sonámbulo.	Desvariar febrilmente; agitarse mucho delirando.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
Mutk'apukyo	(Manante mortero). Segunda waka del primer seq'e Kayao, del sector Qollasuyu. Estaba a cargo del ayllu Awini (Aguini). Este adoratorio era una fuente que salía debajo de una cerca junto al Qoricancha. Se le ofrecía conchas marinas.	Pequeño sitio arqueológico ubicado en la parte N de Ollantaytambo, Urubamba, Qosqo. Está conformado por andenes, canales y otras estructuras de factura inka.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria | Arqueología
mut'una	Recortador, herramienta que sirve para recortar.	Algo susceptible de ser cortado o amputado.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
mut'uq	y s. Recortador, cortador, mutilador.	Que corta o mutila algo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
mut'uy	Recortar, cortar, mutilar, tronchar, podar, cercenar o amputar. Pe.Aya: alkaparro. Ec: mutuy.	(Cassia glandulosa L.) Arbusto de la familia de las leguminosas. Med.Folk. Se emplea sus hojas molidas, con nuez moscada y miel de caña, para cortar los vómitos y las náuseas. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | sustantivo | Botánica
muya	Pastal reservado para rotar el ganado a invernar.	Frutal, huerto.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho
muya	Pastal reservado para rotar el ganado a invernar.	Carnero. / Semental. / Huerto. / Pastal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Perú Ayacucho
muyaychay	Preparar huertos o pastizales.	Apareo de los animales. / Escoger semillas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Perú Ayacucho | Ecuador
muyaychay	Preparar huertos o pastizales.	muyana (procrear, engendrar, concebir).	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | Perú Ayacucho | Ecuador
Muyna	Hidrol. Huacarpay. Laguna ubicada en la cuenca del distrito de Lucre, provincia Quispicanchis, Qosqo.	Curacazgo y grupo étnico de la época inka, ubicado en la cuenca de Lucre, Quispicanchis, Qosqo. Por la información cronística de los siglos XVI y XVII, el a sentamiento de este grupo étnico, conquistado por los inkas, correspondería al actual sitio arqueológico de Choqepukyu.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria
muyu	Círculo, circunferencia, redondez. 	Movimiento circular.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geometría | Física | Perú Ayacucho | Ecuador
muyu	Círculo, circunferencia, redondez. 	Rodeo, vuelta, redondez. / Semilla. / Tumo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geometría | Física | Perú Ayacucho | Ecuador
muyu	Círculo, circunferencia, redondez. 	Semilla. / Esfera, círculo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geometría | Física | Perú Ayacucho | Ecuador
muyu	muyu. s. Geom. Círculos varios. Círculos concéntricos. Redondel. Espiral.	Redondeado, concéntrico. Contornos o con varias vueltas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Ecuador
muyu	muyu. s. Geom. Círculos varios. Círculos concéntricos. Redondel. Espiral.	Remolino.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | Ecuador
Muyu	Orqo. s. Arqueol. (Cerro circulen). Pequeño grupo arqueológico ubicado en la margen derecha del río Watanay, Qosqo, actual pueblo joven General Olíanla. Está constituido por andenes circulares, canales, recintos y otras estructuras de factura inka y preinka.	Dentro del sistema de seq'es del Qosqo inka, ésta era la quinta waka del noveno seqe Qollana, llamado Tanpuwillka, del sector Qollasuyu, donde se hacían pagos al adoratorio con cestos de coca y otros elementos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Etnohistoria
Muyu	Orqo. s. Arqueol. (Cerro circulen). Pequeño grupo arqueológico ubicado en la margen derecha del río Watanay, Qosqo, actual pueblo joven General Olíanla. Está constituido por andenes circulares, canales, recintos y otras estructuras de factura inka y preinka.	V. TANPUWILLKA.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Etnohistoria
Muyu	Orqo. s. Arqueol. (Cerro circulen). Pequeño grupo arqueológico ubicado en la margen derecha del río Watanay, Qosqo, actual pueblo joven General Olíanla. Está constituido por andenes circulares, canales, recintos y otras estructuras de factura inka y preinka.	Pequeño grupo arqueológico ubicado en la parte superior de la margen derecha del río Saphi y dentro del Parque Nacional Arqueológico de Saqsaywaman. Está constituido por andenes, recintos y otras estructuras de factura inka.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Etnohistoria
muyuchiq	y s. Que hace girar o circular algo.	Ofertador de mercancías. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
muyumuy	Retomar, volver.	Rodear. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
muyupakuy	Rodear.	Acompañar a alguien para conseguir algún objetivo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
muyupayay	Volver a dar vueltas frecuentes.	Rondar, cortejar, asediar con algún objetivo de interés personal.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
Muyuq	(Que rodea). Pequeño grupo arqueológico, ubicado en el distrito de Kaykay, provincia de Paucartambo, Qosqo, Perú. Está constituido por andenes de factura inka.	Pequeño grupo de andenes de la época inka, ubicado en el distrito de Andahuaylillas; provincia de Quispicanchis, Qosqo, Perú.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Arqueología
muyuq	Remolino de viento o de agua. 	y s. Girador; que circula o gira; que da vueltas o rota.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
muyurichiq	y s. Rotador. Que hace girar, circular o mover algo en forma rotativa.	Tergiversador de la verdad o falseador. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
muyuriq	Contorno, derredor, perímetro. Toda la vuelta.	y s. Que da la vuelta.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Geometría | adjetivo
muyuriy	Rotar, girar en círculo, dar vueltas, contornear, rodear.	Perfilar. Ec: muyuna.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
muyurkoy	Rodear. Girar en contorno de algo.	Girar sobre sí mismo rápidamente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
muyuy	muyuy. s. Geom. Círculo perfecto.	Esfera o circunferencia.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
muyuy	muyuy. s. Geom. Círculo perfecto.	Muy redondo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
muyuyachiq	y s. Redondeador.	Que hace círculos o esferas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
muyuysiy	Acompañar a girar o rotar,	Acompañar a alguien en sus vivencias. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
na	loe. Forma de expresión, que indica cierta demora mental al tiempo de recordar algo que ha de decirse, y enríe tanto se lo dice. 	Fonema que interviene en los verbos reflexivos, y tiene por oficio hacerlos recíprocos. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	Gramática
nabus	NEOL. (Brassica campestris linneo). Nabo. Planta herbácea anual de la familia de las cruciferas, de raíz tuberosa, hojas acorazonadas y flores amarillas en corimbo. Es una planta invasora que abunda en los terrenos de cultivo.	Sus hojas contienen yodo y son utilizadas en la alimentación andina en forma hervida y sancochada, denominada nabos hawch'a. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Botánica | alimentación
nak'achu	Criminal, homicida.	Verduszo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
nak'achu	Criminal, homicida.	Persona que maltrata y pega a su cónyuge. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
nak'akuq	y s. Degollador, que beneficia el ganado para su propio uso.	figdo: Que atenta contra su propia vida, dándose cortes en el cuerpo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
nak'ana	Cuchillo o cualquier instrumento para el degüello.	Degollable, cameable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
nak'ana	Cuchillo o cualquier instrumento para el degüello.	Ganado vacuno u otro destinado para el degüello.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
nak'ana	Cuchillo o cualquier instrumento para el degüello.	Camal o lugar destinado para degollar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
nak'aq	y s. Degollador, matancero.	Carnicero. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
nana	loe. Algo que se debe hacer; implica un olvido que queda por hacer. 	Dolor, padecimiento, sufrimiento físico.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
nana	loe. Algo que se debe hacer; implica un olvido que queda por hacer. 	Arrepentimiento, congoja, aflicción.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
nana	loe. Algo que se debe hacer; implica un olvido que queda por hacer. 	Dolor moral.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
nanachikuq	y s. Adolorido, doliente o sufrido.	Que siente dolencia.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
nanachikuq	y s. Adolorido, doliente o sufrido.	Que causa dolencia en una persona.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
nanachikuy	Dolerse, quejarse por algún dolor que se siente.	Tener constricción, sentir pena, causarse dolor. (J.L.P.)	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
nanachikuy	Dolerse, quejarse por algún dolor que se siente.	Sentir el dolor ajeno por solidaridad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
nanachikuy	Dolerse, quejarse por algún dolor que se siente.	Arrepentirse; sentir a-rrepentimiento, pesar moral.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
nanachiq	y s. Que causa dolor; que provoca dolor.	Causante del dolor moral en una persona.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
nanachiy	Causar, ocasionar dolor, dolencia o sufrimiento físico.	Hacer sufrir, padecer psíquica o moralmente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
nanaq	Dolorido, doloroso.	Lastimoso, sensible o lamentable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
nanay	Dolor, dolencia.	Doler. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo |  verbo
napaykachiy	Mandar saludar.	Congratular a otra persona.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
napaykachiy	Mandar saludar.	Reverenciar a la divinidad, valiéndose de una segunda persona.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
napaykuq	y s. Que saluda.	Que reverencia a dioses.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
naq'e	Marchito. 	Persona de cara aburrida o enfadada.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo | familiar
naq'esqa	Marchitado. Ajado.	figdo. Agostado. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
naq'ey	Marchitar, marchitarse, ajarse, agostarse.	figdo. Deslucirse después de un éxito. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
natay	Proporcionar materiales de construcción a un albañil.	Tullirse, baldarse.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo | familiar
Nina	(Fuego). Primera waka del tercer seq'e Qollana, perteneciente al sector Chinchaysuyu. Este adoratorio era un bracero de piedra en el que se mantenía el fuego para quemar los pagos y se hallaba junto al Templo del Qorikancha en la ciudad del Qosqo.	Apellido típico de origen inkaico.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Etnohistoria
nina	Fuego, candela, brasa. 	Que puede ser dicho.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
nina	Fuego, candela, brasa. 	Que debe decir, exponer. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ninachay	Encender o ponerle fuego.	Hacer brasas.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ninakuy	Decirse mutuamente.	Intercambiar palabras. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ninalla	Puro fuego.	Decible, expresable.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ninalla	Puro fuego.	Que puede ser dicho con suma facilidad.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ninay	ninay. adj. Ignísimo, muy incandescente.	figdo. Calurosísimo, subido de temperatura. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	
ninayachiq	NEOL. Encendedor.	y s. Que enciende o encandece.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ninayachiy	Encandecer.	Hacer ígnea o convertir en fuego.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ninayaq	Combustible, por 	Encandecible.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ninayaq	Combustible, por 	Susceptible de convertirse en fuego o brasa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adjetivo
ninayay	Convertirse en fuego.	Hacerse incandescente o Ígneo por acción de la calor intensa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
nirqoy	Decir algo que se mantenía en secreto.	Manifestarlo o aclararlo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
nishu	Demasiado, mucho, bastante. Indica cantidad. 	Enfermo de gravedad. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio | familiar
niway	Acopiar o recoger la niwa.	Cortar la niwa.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
niy	Decir, mencionar, expresar, manifestar. 	Orden imperativa para decir algo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
niykuna	Dichos, adagios, refranes.	Máximas. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ña	Ya, ya está. Aceptación de una orden o disposición.	ANTÓN: manaraq. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio
ñaka	Maldición.	Blasfemia.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo
ñakaq	y s. Que maldice; que desea el mal para otros.	Blasfemo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñakaq	y s. Que maldice; que desea el mal para otros.	Persona que desea el mal a otra, por haber sido ofendido o dañado moral o materialmente.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñakay	Maldecir, desear el mal a otra persona por acción de venganza.	Blasfemar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñak'aq	y s. Que maldice o blasfema. 	Folk Personaje maligno, que vive en la creencia popular, que aparece matando y descuartizando a personas que quedan a su alcance.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adjetivo
ñak'aymanta	Dificultosamente, penosamente.	De mucho tiempo.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio
ñan	Camino, vía, senda, ruta, pasaje, trocha. 	figdo. Método.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adverbio
ñan	Camino, vía, senda, ruta, pasaje, trocha. 	Ya está. Afirmativo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | adverbio
ñañachay	Darle por hermana una mujer a otra.	Hacer que dos mujeres sean hermanas por amistad o trato familiar.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	 verbo
ñapas,	Muy.	Morfema que antepuesto al sustantivo significa demostrarlo que se está fingiendo. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio | Gramática
ñapas,	Muy.	Sufijo que después del verbo significa algo que se puede. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	adverbio | Gramática
ñat'i	Entrañas.	Lo íntimo del alma o del corazón. 	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | familiar
ñawi	Ojo. El sentido de la vista. 	La yema de todas las plantas o de los tubérculos.	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Anatomía | Botánica | Agricultura
ñawi	Ojo. El sentido de la vista. 	Ojo de la papa	Qechua	ACADEMIA MAYOR DE LA LENGUA QUECHUA. DICCIONARIO QUECHUA - ESPAÑOL - QUECHUA. 2005	-	sustantivo | Anatomía | Botánica | Agricultura
